epoch,test_loss,test_accuracy
419,3.17,70.96
420,3.17,71.18
421,3.29,70.81
422,3.21,71.28
423,3.25,70.93
424,3.27,70.93
425,3.3,70.7
426,3.32,70.67
427,3.29,70.89
428,3.32,70.94
429,3.32,70.81
430,3.3,70.6
431,3.24,70.92
432,3.14,71.23
433,3.19,70.71
434,3.2,71.38
435,3.35,70.29
436,3.11,71.63
437,3.28,70.92
438,3.37,70.25
439,3.32,70.46
440,3.31,70.58
441,3.17,70.84
442,3.31,70.49
443,3.35,70.31
444,3.27,70.8
445,3.29,70.48
446,3.27,70.52
447,3.22,70.88
448,3.34,70.56
449,3.28,70.84
450,3.41,70.25
451,3.27,70.6
452,3.33,70.6
453,3.3,70.87
454,3.46,70.42
455,3.34,70.5
456,3.37,70.38
457,3.37,70.4
458,3.29,70.89
459,3.35,70.5
460,3.2,70.88
461,3.24,70.61
462,3.3,70.54
463,3.31,70.52
464,3.31,70.59
465,3.28,70.79
466,3.24,70.82
467,3.28,70.69
468,3.35,70.55
469,3.39,70.39
470,3.33,70.62
471,3.49,69.67
472,3.37,70.34
473,3.4,70.04
474,3.35,70.1
475,3.39,70.6
476,3.42,70.25
477,3.46,70.34
478,3.45,70.24
479,3.27,70.69
480,3.46,70.2
481,3.42,70.37
482,3.37,71.09
483,3.49,70.4
484,3.35,70.97
485,3.4,70.65
486,3.46,70.4
487,3.47,70.67
488,3.46,70.41
489,3.39,70.48
490,3.35,70.98
491,3.38,71.11
492,3.26,71.4
493,3.36,70.54
494,3.41,70.71
495,3.33,71.54
496,3.25,71.87
497,3.3,71.37
498,3.35,71.47
499,3.32,71.46
500,3.27,71.92
