epoch,test_loss,test_accuracy
428,2.66,89.4
429,2.57,89.65
430,2.53,89.58
431,2.45,90.2
432,2.22,90.83
433,2.29,90.61
434,2.43,90.49
435,2.56,89.74
436,2.47,90.01
437,2.18,90.97
438,2.3,90.29
439,2.14,91.05
440,2.3,90.2
441,2.58,89.26
442,2.54,89.46
443,2.21,90.95
444,2.3,90.14
445,2.2,90.29
446,2.93,88.47
447,2.06,91.08
448,2.51,89.16
449,2.52,89.36
450,2.64,89.02
451,2.88,87.91
452,2.68,88.66
453,1.93,91.32
454,2.8,88.3
455,2.29,90.03
456,2.68,88.56
457,2.58,89.1
458,2.65,88.64
459,2.27,90.22
460,2.36,89.84
461,2.63,89.17
462,2.9,88.67
463,2.67,89.08
464,2.67,89.17
465,2.52,89.94
466,2.46,89.97
467,2.5,89.75
468,2.81,88.38
469,2.48,89.4
470,2.74,88.43
471,2.62,88.79
472,2.52,88.93
473,2.16,90.37
474,2.32,90.02
475,2.19,90.04
476,2.09,90.5
477,3.02,87.07
478,2.43,89.12
479,2.57,88.89
480,2.33,89.9
481,2.54,88.7
482,2.36,89.53
483,2.08,90.29
484,1.91,91.18
485,2.46,88.63
486,2.71,88.3
487,2.18,90.18
488,1.96,91.38
489,2.11,90.27
490,2.05,90.81
491,2.43,89.42
492,2.29,89.86
493,2.31,90.2
494,2.32,89.97
495,2.14,90.68
496,2.05,91.27
497,2.36,90.09
498,2.11,91.18
499,2.77,88.85
500,2.48,89.88
